url,category,title,author,description,date,place,date_from,date_to
/avr06,RETRAITES SPIRITUELLES,RETRAITE PASCALE,Rév. père M. AVRIL,"Mercredi Saint : Ouverture, Vexilla Regis, Rendre Gloira à Dieu.
L’Adoration de Dieu.
Hors de l’Église point de salut.
Jeudi Saint : La Sainte Cène, le péché.
Vendredi Saint : La mort au péché.
L’Église Une, Sainte, Catholique, Apostolique et Romaine.
Samedi Saint : Le Christ est Roi.
Homélie de Pâques.",2014,Salerans,01.01.2014,31.12.2014
/avr09,RETRAITES SPIRITUELLES,RETRAITE PASCALE : LA SAINTE MESSE – IL EST RESSUSCITÉ !,Rév. père M. AVRIL,"Toute la vie de Jésus est mariale et eucharistique.
La dernière messe. Prêtre à Jamais (25 ans de sacerdoce).
La prière par excellence de Jésus à son Père : le Canon de la messe.
La sainte Communion.
Les ténèbres du monde.
IV mystère douloureux : Jésus porte sa Croix.
Chemin de Croix Samedi Saint : Vie réparatrice.
Sermon de Pâques : Il est réssucité !",22 - 27.04.2016,,22.04.2016,27.04.2016
/lau2,RETRAITES SPIRITUELLES,DIEU EST PRÉSENT EN NOUS – RECONNAISSANCE ET PARDON – LA NOUVELLE ET L'ANCIENNE MESSE,M. l'abbé LAURENÇON,Récollection à Fabrègues,10.01.1999,Fabrègues,10.01.1999,
/tis09,RETRAITES SPIRITUELLES,JOURNÉE DE RÉCOLLECTION – MESSE – HOMÉLIE DU 1er DIMANCHE DE CARÊME – CONFÉRENCES – HOMMAGE AU PÈRE BARRIELLE - AUX VALAISANS – DIVERS CHANTS – CHEMIN DE CROIX,Mgr B. TISSIER DE MALLERAIS,Chemin de Croix par l’abbé P. Épiney.,28.02.1993,Riddes,28.02.1993,
/baud06,SAINTE MESSE,LA MESSE ET LA COMMUNION ? CONSEILS PRATIQUES ET RÉSOLUTIONS,M. l’abbé BAUDOT,Retraite de vie chrétienne.,1999 - 2005,Flavigny,,31.12.2005
/beau09,SAINTE MESSE,LA MESSE ET LA COMMUNION,M. l’abbé BEAUBLAT,Retraite de vie chrétienne.,23 - 29.07.2005,Flavigny,23.07.2005,29.07.2005
/bour07,SAINTE MESSE,"LA LITURGIE, SOURCE DE VIE CHRÉTIENNE",M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/BOUR15,SAINTE MESSE,LA MESSE ET LA COMMUNION,M. l’abbé BOURRAT,Retraite de vie chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/bour02,SAINTE MESSE,"LA MESSE ET LA COMMUNION – LA LITURGIE, SOURCE DE VIE INTERIEURE",M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2003,Flavigny,25.07.2003,30.07.2003
/chat03,SAINTE MESSE,LA MESSE ET LA COMMUNION,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/cma01,SAINTE MESSE,MESSE PONTIFICALE,Mgr B. TISSIER DE MALLERAIS,Congrès Marial (N° 1).,15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/CT2,SAINTE MESSE,LA NOTION DE L’ANALOGIE ET LE SACRIFICE DE LA MESSE,M. l’abbé D. COUTURE,Le Cercle d’Études Catholiques “Christus Rex”,23.07.1993,Lauzon (Canada),23.07.1993,
/epi06,SAINTE MESSE,MESSE SOLENNELLE ET HOMÉLIE À LA PREMIÈRE MESSE DE M. L'ABBÉ GRENONn,M. l’abbé P. EPINEY,,,Riddes,,
/jj10,SAINTE MESSE,LA MESSE ET LA COMMUNION,Rév. père Jean-Joseph,Retraite de vie chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/lau6,SAINTE MESSE,"LA LITURGIE, SOURCE DE VIE CHRÉTIENNE – RENOUVELLEMENT DES PROMESSES DU BAPTÊME",M. l’abbé LAURENÇON,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/lau5,SAINTE MESSE,LA MESSE ET LA COMMUNION,M. l’abbé LAURENÇON,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/lau1,SAINTE MESSE,MESSE : DICIT DOMINUS – LE PÉCHÉ – L'APPEL DU CHRIST-ROI,M. l'abbé LAURENÇON,"Récollection, à Riddes",26.11.1995,Riddes,26.11.1995,
/mar12,SAINTE MESSE,LE TRÉSOR MÉCONNU PAR BEAUCOUP DE CATHOLIQUES : LE SAINT SACRIFICE DE LA MESSE,M. l’abbé A.N. MARET,,,Sion,,
/quil1,SAINTE MESSE,EXPLICATION DE LA MESSE (étude comparée des deux rites),M. l'abbé V. QUILTON,"Messe de St Pie V et Messe de Paul VI :
Un même rite avec des mots différents, ou deux rites étrangers l’un à l’autre ?
La réponse se trouve dans la liturgie elle même. Après une étude comparative de la signification de ces deux rites, la dernière cassette conclut.",24.10.01 – 28.11.01 – 01.02.02,Monthey,24.10.2001,
/quil2,SAINTE MESSE,"SYNTHÈSE D'EXPLICATION DE LA MESSE Monthey,",M. l'abbé V. QUILTON,,24.02.2002,Monthey,24.02.2002,
/rs11,SAINTE MESSE,LA LITURGIE,Retraite spirituelle 2015,"Retraite de vie chrétienne,
par le Révérend père Pierre",25 - 31.07.2015,F,25.07.2015,31.07.2015
/rs17,SAINTE MESSE,"LA LITURGIE, SOURCE DE VIE INTÉRIEURE",Retraite spirituelle 2015,"Retraite de vie chrétienne,
par le Révérend père Pierre",25 - 31.07.2015,Flavigny,25.07.2015,31.07.2015
/rs14,SAINTE MESSE,LA MESSE ET LA COMMUNION,Retraite spirituelle 2015,"Retraite de vie chrétienne,
par M. l’abbé P. TROADEC",25 - 31.07.2015,Flavigny,25.07.2015,31.07.2015
/ru02,SAINTE MESSE,GRANDEUR ET BEAUTE DE LA LITURGIE,M. l’abbe J.M. RULLEAU,,01.12.1991,"Séminaire Inter. St Pie X, Écône",01.12.1991,
/ru21,SAINTE MESSE,LE SYMBOLISME DANS LA LITURGIE,M. l’abbé J.-M. RULLEAU,,27.02.1995,"Instit. St-Grégoire le Grand, Lyon",27.02.1995,
/si19,SAINTE MESSE,THÉOLOGIE DE LA MESSE (6 conférences),M. l’abbé M. SIMOULIN,"L’unique Sacrifice Rédempteur.
L’oblation non sanglante : la Cène - la Messe.
Le Sacrifice : l’Offertoire.
Le Sacrifice : l’Immolation.
Le Sacrement et la Communion.
Le rite sacrificiel : Histoire et signification.",18.11.1996 au 26.05.1997,"Instit. St-Grégoire le Grand, Lyon",,
/sm1,SAINTE MESSE,MESSE BASSE DU CŒUR IMMACULÉ DE MARIE,Le prêtre célébrant,"Pour permettre à nos malades de s’unir quotidiennement au Saint Sacrifice de la Messe et les aider à offrir leurs souffrances en union avec les souffrances de Notre Sauveur.
(Par M. l’abbé J.-M.Tam)",31.05,Sion,,
/sm04,SAINTE MESSE,MESSE CHANTÉE DE LA FÊTE-DIEU,Les séminaristes,,,"Séminaire Inter. St Pie X, Écône",,
/sm02,SAINTE MESSE,MESSE CHANTÉE DE REQUIEM,Les séminaristes,"Messe de funérailles de Madame Maret, mamans des 3 abbés Maret
Psaume 50 : Miserere – Subvenite – Introït : Requiem æternam – Épître –Graduel – Trait – Évangile – Offertoire – Prèface – Sanctus – De Profundis (polyphonie) – Pater Noster – Agnus Dei – Confiteor – Lætatus sum – (polyphonie) – Lux æterna – De Profundis – Oraison – Postcommunion – Absoute – Libera me – Pater – Prières – In Paradisum",,"Séminaire Inter. St Pie X, Écône",,
/sm03,SAINTE MESSE,MESSE CHANTÉE DU SACRÉ-CŒUR,Les séminaristes,,,"Séminaire Inter. St Pie X, Écône",,
/sm12,SAINTE MESSE,MESSE ET VÊPRES DU DIMANCHE DE LÆTARE,Les séminaristes,,,"Séminaire Inter. St Pie X, Écône",,
/sm11,SAINTE MESSE,MESSE GRÉGORIENNE A ÉCÔNE,Les séminaristes,,,"Séminaire Inter. St Pie X, Écône",,
/tho08,SAINTE MESSE,"LA LITURGIE, SOURCE DE VIE CHRÉTIENNE",M. l’abbé THOUVENOT,Retraite de vie Chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/tis18,SAINTE MESSE,ORDINATIONS SACERDOTALES - MESSE GRÉGORIENNE DES SAINTS PIERRE ET PAUL,Mgr B. TISSIER DE MALLERAIS,,1989,Écône,01.01.1989,31.12.1989
/tou05,SAINTE MESSE,"LA LITURGIE, SOURCE DE VIE INTÉRIEURE – CONCLUSION",M. l’abbé Ph. TOULZA,Retraite de vie Chrétienne.,19.06.1994 - 07.1998 - 07.1999-2000,"Müllerhof, Pouilly-en-Auxois, Flavigny",19.06.1994,
/tr64,SAINTE MESSE,LA MESSE ET LA COMMUNION,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no. 12.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/tr14,SAINTE MESSE,LE SAINT SACRIFICE DE LA MESSE,M. l’abbé P. TROADEC,,15.05.1995,"Instit. St-Grégoire le Grand, Lyon",15.05.1995,
/a14,SAINTE VIERGE,NOTRE-DAME ET LE SACERDOCE DE NOTRE-SEIGNEUR,M. l’abbé J.-P. ANDRÉ,Congrès Marial. (CMA 4),15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/baud07,SAINTE VIERGE,"LA SAINTE VIERGE, MODÈLE DE LA FEMME CHRÉTIENNE",M. l’abbé BAUDOT,Retraite de vie chrétienne.,1999 - 2005,Flavigny,,31.12.2005
/BLA1,SAINTE VIERGE,NOTRE-DAME DE GUADALUPE OU LA CONVERSION DES ASTÈQUES À JÉSUS-CHRIST,M. F. BLANCHET,"Par le “Cercle d’études catholiques”
L’apparition est replacée dans le cadre historique et spirituel de l’époque : la civilisation aztèque, l’arrivée du christianisme, son développement, les conversions qui ont suivi.",17.07.1993,Lauzon (Canada),17.07.1993,
/BOU1,SAINTE VIERGE,LE MESSAGE DE NOTRE-DAME DE LA SALETTE,M. H. BOURGEOIS,"Mélanie Calvat, Bergère de la Salette.
Son enfance, une préparation providentielle à Apparition du 19 septembre 1846.
Quatorze années de privations, d’humiliations, de mauvais traitements, mais aussi de consolations et de soutiens miraculeux.
Mélanie, témoin et messagère de Notre-Dame de la Salette.
L’Apparition de la Très Sainte Vierge.
Face à l’opposition gallicane, soixante ans de persécutions, d’exil, de souffrances… et de protection divine.
Le Message de Notre-Dame de la Salette.
Le discours public.
Le Secret de Maximin, de Mélanie.
La Règle de l’Ordre de Notre-Dame.",1990,France,01.01.1990,31.12.1990
/BR2,SAINTE VIERGE,NOTRE-DAME DE GUADALUPE,Frère B. BONNET-EYMARD,Son image merveilleuse devant l’histoire et la science.,,Josselin,,
/BV1,SAINTE VIERGE,LES APPARITIONS DE NOTRE-DAME DE LA SALETTE,M. B. LOUBIER BONNET DE VILLER,,01.02.1997,Le Treilhou,01.02.1997,
/CAST10,SAINTE VIERGE,NOTRE-DAME ET LOUIS-MARIE GRIGNON DE MONTFORT,M. l’abbé CASTELAIN,Congrès Marial.,15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/ch04,SAINTE VIERGE,NOTRE-DAME ET L’OECUMÉNISME,M. l’abbé E. du CHALARD,Congrès marial.,15 - 17.07.1996,Lourdes,15.07.1996,17.07.1996
/CHAT10,SAINTE VIERGE,LA TRÈS SAINTE VIERGE MARIE,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,26 - 31.07.1998,Pouilly-en-Auxois,26.07.1998,31.07.1998
/cma05,SAINTE VIERGE,CE QUE NOTRE-SEIGNEUR DOIT À NOTRE-DAME,M. l'abbé A. SÉLÉGNY,Congrès Marial (N° 5).,15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/cma09,SAINTE VIERGE,LE ROSAIRE : SON HISTOIRE ET SA PRATIQUE,Rév. père M. DOMINIQUE O.P.,Remplace la K7 du Congrès Marial.,15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/cma02,SAINTE VIERGE,NOTRE-DAME ET LE MYSTÈRE DE L'INCARNATION,Mgr B. TISSIER DE MALLERAIS,"Congrès Marial ( N° 2)
Introduction de M. l’abbé Putois.",15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/cma10,SAINTE VIERGE,NOTRE-DAME ET SAINT ALPHONSE DE LIGUORI,Rév. pères SIM et ANTHONY,Congrès Marial (N° 10).,15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/DEL1,SAINTE VIERGE,LA DÉVOTION AU CŒUR IMMACULÉ DE MARIE,M. l’abbé F. DELESTRE,Sermons du IVéme samedi et du Vème dimanche après Pâques.,08 - 09.05.1999,Bruxelles,08.05.1999,09.05.1999
/FAT1,SAINTE VIERGE,PÈLERINAGE DE LA FSSPX À FATIMA,Pèlerinage de la FSSPX à Fatima,"Interventions de Mgr B. Fellay, Mgr B. Tissiers de Mallerais, et les abbés Lorber et Labouche.",21 - 22.08.1997,Fatima,21.08.1997,22.08.1997
/ga03,SAINTE VIERGE,IMMACULÉE CONCEPTION – NOËL,Mgr de GALARRETA,,08 - 25.12.1994,"Séminaire Inter. St Pie X, Écône",08.12.1994,25.12.1994
/GOD3,SAINTE VIERGE,"MARIE, REINE DE FRANCE",M. l’abbé Ph. GODARD,,07.05.1998,"Institut Universitaire St-Grégoire le Grand, Lyon",07.05.1998,
/gre4,SAINTE VIERGE,LES MERVEILLES DU ROSAIRE,M. l’abbé GRENON,,,,,
/jj04,SAINTE VIERGE,"CONSEILS PRATIQUES ET RÉSOLUTIONS – LA SAINTE VIERGE, MODÈLE DE LA FEMME CHRÉTIENNE",Rév. père Jean-Joseph,Retraite de vie chrétienne.,20 - 25.07.2003,Flavigny,20.07.2003,25.07.2003
/jj017,SAINTE VIERGE,LA DÉVOTION ET LA CONSÉCRATION À MARIE,Rév. père Jean-Joseph,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/jj12,SAINTE VIERGE,"LA SAINTE VIERGE, MODÈLE DE LA FEMME CHRÉTIENNE",Rév. père Jean-Joseph,Retraite de vie chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/jj22,SAINTE VIERGE,LA VRAIE DÉVOTION À LA SAINTE VIERGE ET LMG DE MONTFORT,Rév. père Jean-Joseph,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/jj01,SAINTE VIERGE,LE DON DE FORCE – LA TRÈS SAINTE VIERGE MARIE,Rév. père Jean-Joseph,Retraite de vie chrétienne N° 7.,26.07 - 01.08.1998,Pouilly-en-Auxois,26.07.1998,01.08.1998
/jo19,SAINTE VIERGE,NOTRE-DAME ET LE MYSTÈRE DE LA REDEMPTION,M. l’abbé B. de JORNA,"Introduction de M. l’abbé Putois.
Congrès Marial.",15 - 17.08.1996,Lourdes,15.08.1996,17.08.1996
/KO1,SAINTE VIERGE,VIVRE UNI À MARIE,M. l’abbé M. KOLLER,,24.10.1992,"Montreux, Notre-Dame de Lépante",24.10.1992,
/las3,SAINTE VIERGE,CONCORDANCE DES SECRETS DE LA SALETTE ET DE FATIMA,M. A. de LASSUS,,10.11.1993,"Lauzon, Canada",10.11.1993,
/m1,SAINTE VIERGE,MEDJUGORJE - FATIMA - KIBEHO,Frère M. DE LA SAINTE TRINITE,"Conférence-débat : Les messages du Ciel à la terre.
Chaque enfant de Marie désire connaître sa Sainte Mère à la lumière de la doctrine infaillible de l’Église.",11.03.1985,Paris - Sorbonne,11.03.1985,
/MISM1,SAINTE VIERGE,MISSION MARIALE À SION,Rév. pères Laurent et Jean-Joseph,Abbé Wuilloud. Début 4ème conférence.,30.09 - 07.10.2006,Sion,30.09.2006,07.10.2006
/na2,SAINTE VIERGE,TOUT SUR FATIMA,M. l'abbé de NANTES,Le titre exprime le contenu de cette études très remarquable.,30 - 31.05.1981,Josselin,30.05.1981,31.05.1981
/NAU2,SAINTE VIERGE,RETRAITE AVEC JACINTHE ET LUCIE DE FATIMA,M. l’abbé M. NAULT,,14 - 15.01.1994,"Lauzon, Canada",14.01.1994,15.01.1994
/NAU1,SAINTE VIERGE,VISION DE L’ENFER DES TROIS ENFANTS DE FATIMA,M. l’abbé M. NAULT,Retraite.,07.06.2006,"Lauzon, Canada",07.06.2006,
/POR1,SAINTE VIERGE,"FATIMA, SES MESSAGES ET SES MYSTÈRES",M. l’abbe N. PORTAIL,,22.05.1995,"Institut Uni. St-Grégoire le Grand, Lyon",22.05.1995,
/POR3,SAINTE VIERGE,LES APPARITIONS MODERNES ET CONTEMPORAINES DE NOTRE-DAME EN FRANCE,M. l’abbé N. PORTAIL,,06.05.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",06.05.1996,
/RE5,SAINTE VIERGE,FATIMA ET LE IIIème SECRET,Mme M. REBOUL,,09.12.1995,Caussade “Le Treilhou”,09.12.1995,
/RE8,SAINTE VIERGE,L’IMMACULÉE CONCEPTION,Mme M. REBOUL,"Sa nécessité pour la Rédemption.
Les apparitions autour de l’Immaculée Conception.
La dévotion au Cœur Immaculé.",18.06.2009,Monthey,18.06.2009,
/RE9,SAINTE VIERGE,LE NOUVEL ORDRE MONDIAL À LA LUMIÈRE DU VÉRITABLE SECRET DE FATIMA,Mme M. REBOUL,,02.10.2004,Limoge,02.10.2004,
/RE7,SAINTE VIERGE,NOTRE-DAME DE GUADALUPE,Mme M. REBOUL,"Ses apparitions en 1531 au Mexique.
Son portrait miraculeux.",05.12.2007,Paris,05.12.2007,
/RO2,SAINTE VIERGE,LE ROSAIRE – avec le Notre Père en latin,ROSAIRE (par un groupe de fidèles),"Mystères : Joyeux, Douloureux et Glorieux.
Litanies de la Sainte Vierge, Salve Regina, chants,
– Orgue de Valère, le plus ancien orgue jouable d’Europe",,Sion,,
/RO1,SAINTE VIERGE,LE ROSAIRE MÉDITÉ – tout en français,ROSAIRE (par un groupe de fidèles),"Mystères : Joyeux, Douloureux et Glorieux.
Litanies de la Ste Vierge, du Sacré-Cœur, chants, orgue…",,Sierre,,
/ro3,SAINTE VIERGE,ROSAIRE EN FRANÇAIS,ROSAIRE (par un groupe de fidèles),"Mystères Joyeux, Douloureux, Gloriaux
Salve Regina, Litanies de la Ste Vierge, chants divers",,,,
/ro4,SAINTE VIERGE,ROSAIRE EN LATIN,ROSAIRE (par un groupe de fidèles),"Mystères Joyeux, Douloureux et Glorieux.
Litanies de la Sainte Vierge, Salve Regina, chants…",,,,
/rs21,SAINTE VIERGE,LA VRAIE DEVOTION A LA TRÉS SAINTE VIERGE MARIE ET LES “DÉVOTIONS”,Retraite spirituelle 2015,"Retraite de vie chrétienne,
par M. l’abbé Patrick Troadec",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/rs19,SAINTE VIERGE,LE ROSAIRE,Retraite spirituelle 2015,"Retraite de vie spirituelle,
par M. l’abbé Baudot",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/ru29,SAINTE VIERGE,L’IMMACULÉ CONCEPTION,M. l’abbe J.M. RULLEAU,,04.04.2003,Riddes,04.04.2003,
/STD1,SAINTE VIERGE,LES APPARITIONS DE SAN DAMIANO (Italie),Révérend père PELLACANI,"Témoignage du père Pellecani, curé du lieu, avant et durant les premières années des apparitions.",,San Damiano,,
/t05,SAINTE VIERGE,ATTRIBUER LE MAXIMUM À LA TRÈS SAINTE VIERGE MARIE,M. l’abbé G.-M. TAM,Est-ce ou non la norme de la théologie catholique ?,01.07.1997,Sion,01.07.1997,
/THO12,SAINTE VIERGE,"LA SAINTE VIERGE, MODÈLE, DE LA FEMME CHRÉTIENNE",M. l’abbé THOUVENOT,Retraite de vie Chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/tis02,SAINTE VIERGE,LA PLACE DE LA VIERGE MARIE DANS LA VIE SACERDOTALE,Mgr B. TISSIER DE MALLERAIS,Pour les 40 ans de sacerdoce du Révérend père J.-J. Marziac.,,Caussade,,
/TOU10,SAINTE VIERGE,"LA LITUREGIE, SOURCE DE VIE CHRÉTIENNE - LA VIERGE MARIE, MODÈLE DE LA FEMME CHRÉTIENNE",M. l’abbé Ph. TOULZA,Retraite de vie Chrétienne. Conférence no 17 - 20.,22 - 27.07.2002,Flavigny,22.07.2002,27.07.2002
/tr43,SAINTE VIERGE,ANNONCIATION ET L’ANGÉLUS,M. l’abbé P. TROADEC,Congrès Marial.,12 - 16.08.1998,Lourdes,12.08.1998,16.08.1998
/tr45,SAINTE VIERGE,DEVENIR MARIE TOUT EN RESTANT MARTHE,M. l’abbé P. TROADEC,Retraite de vie Chrétienne.,18 - 24.07.1999,Flavigny,18.07.1999,24.07.1999
/tr59,SAINTE VIERGE,LA JEUNE FILLE CATHOLIQUE À L’ÉCOLE DE NOTRE-DAME,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no 10.,20 - 25.07.2003,Flavigny,20.07.2003,25.07.2003
/tr66,SAINTE VIERGE,"LA SAINTE VIERGE, MODÈLE DE LA FEMME CHRÉTIENNE",M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no 20.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/TR18,SAINTE VIERGE,LA TRÈS SAINTE VIERGE MARIE,M. l’abbé P. TROADEC,,23.10.1995,"Institut Universitaire St-Grégoire le Grand, Lyon",23.10.1995,
/tr35,SAINTE VIERGE,LA VIERGE MARIE,M. l’abbé P. TROADEC,"Retraite de vie Chrétienne. Série de 5 conférences.
La prédestination de la Sainte-Vierge et sa place dans l’Ancien Testament.
Marie, Mère de Dieu et Mère des hommes.
Notre-Dame Médiatrice de toutes les grâces.
Nos devoirs envers la Sainte Vierge.
Consécration à la Sainte Vierge.",28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/tr42,SAINTE VIERGE,MARIE MÉDIATRIE DANS L'ANNONCIATION,M. l’abbé P. TROADEC,Congrès Marial.,12 - 16.08.1998,Lourdes,12.08.1998,16.08.1998
/tr81,SAINTE VIERGE,"MARIE, MÈRE DE DIEU ET CORÉDEMPTRICE",M. l’abbé P. TROADEC,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/a13,SAINTS,SAINTE THÉRÈSE DE L’ENFANT JÉSUS,M. l’abbé J.-P. ANDRÉ,"« La plus grande Sainte des temps modernes ».
Il nous semble qu’il serait difficile de mieux parler de Sainte Thérèse et de dire davantage en si peu de temps.",12.05.1997,Le Treilhou,12.05.1997,
/avr05,SAINTS,SOLENNITÉ DE SAINTE JEANNE D’ARC,Rév. père M. AVRIL,,11.05.2014,Salerans,11.05.2014,
/BAUD27,SAINTS,SAINTE MARIE-MADELEINE,M. l’abbé BAUDOT,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/BE1,SAINTS,SAINT BERNARD DE MENTHON,M. R. BERTHOD,"Grâce à lui, la Croix triompha sur le Mont-Joux à l’aube du deuxième millénaire. Que savons-nous dans les Alpes, mille ans plus tard, de celui que Pie IX nous donna comme patron ? (L’auteur présida en 1989 le Bimillénaire du Grand-Saint-Bernard).",26.04.1991,Sion,26.04.1991,
/BO1,SAINTS,SAINT PIE X – SAINT JOSEPH,Rév. père Le BOULCH,2 homélies.,28.09.1986 - 01.05.1985,Ecône,28.09.1986,01.05.1985
/BON1,SAINTS,L’ANNEE DU CENTENAIRE : SAINTE THÉRÈSE DE L’ENFANT-JÉSUS,M. l’abbé D. BONNETERRE,,03.03.1998,"Institut Universitaire St-Grégoire le Grand, Lyon",03.03.1998,
/ch12,SAINTS,SAINT PIE X ET SON ŒUVRE,M. l’abbé E. du CHALARD,"La formation de St Pie X.
L’intelligence de St Pie X (Abbé de Jorna).
Saint Pie X et la France.
Saint Pie X, réformateur de l’Église.",18 - 20.10.1993,Paris,18.10.1993,20.10.1993
/OR2,SAINTS,CONFÉRENCE DOCUMENTAIRE SUR LA VIE DU BIENHEUREUX MAURICE TORNAY (1910-1949),M. l’abbé J.C. ORTIZ,,07.05.1998,Sion,07.05.1998,
/PELE7,SAINTS,LE PETIT PÈLERINAGE À MARGUERITE BAYS,M. l'abbé M. KOLLER,,1995,Bulle,01.01.1995,31.12.1995
/PI2,SAINTS,"SAINT MARTIN, APÔTRE DES GAULES : MODÈLE POUR NOTRE TEMPS",M. J.-L PICOCHE,,03.05.1997,Caussade - Le Treilhou,03.05.1997,
/PI1,SAINTS,LA SITUATION DANS L’ÉGLISE AU TEMPS DE ST MARTIN (Ivème siècle),M. J.-L. PICOCHE,Thème inédit,PI,03.05.1997,,
/PR1,SAINTS,SAINTE THÉRÈSE D'AVILA ET LE CHÂTEAU DE L'ÂME,M. l’abbé PRIEUR,,17.01.1994,"Institut Universitaire St-Grégoire le Grand, Lyon",17.01.1994,
/vig5,SAINTS,HONNEUR AUX MARTYRS D’AVRILLÉ,M. J. de VIGUERIE,1974 - 1994.,30.01.1994,,30.01.1994,
/VS22,SAINTS,CHARLES DE FOUCAULD,M. l'abbé S. GRENON,,,,,
/vs04,SAINTS,ÉDITH STEIN : LES VOIES DE LA CONVERSION,M. le prof. D. VIAIN,,26.04.1999,"Institut St-Grégoire le Grand, Lyon",26.04.1999,
/vs01,SAINTS,"LA VIE DE GARCIA MORENO, PRÉSIDENT MARTYR DE L’EQUATEUR",Mgr M. LEFEBVRE,Le Christ-Roi.,28.10.1979,Écône,28.10.1979,
/vs08,SAINTS,PADRE PIO (1ère partie),Rév. père Jean,"Série de 7 conférence d’environ 30 minutes
1) Rapide chronologie biographique. L’enfance de Francesco.
2) Novice à Morcone. Les études avant le sacerdoce.
3) Le sacerdoce ; ordination et première messe. La messe de padre Pio.
4) Prêtre et victime ; un autre Christ. La souffrance.
5) Souffrances corporelles et spirituelles ; persécution démoniaque.
6) Lutte contre le démon : apparitions, exorcismes, tentations.
7) Padre Pio le religieux, ses vertus.",05.08.1999,Noviciat de Morgon,05.08.1999,
/vs09,SAINTS,PADRE PIO (2ème partie),Rév. père Jean,"Série de 9 conférence, d’environ 30 minutes
8) Padre Pio, homme de prière ; sa manière de faire oraison et ses conseils.
9 et 10) Les grandes dévotions de padre Pio, Notre-Seigneur Jésus-Christ : visite au Saint Sacrement, Passion, la Très Sainte Vierge Marie, les anges, neuvaines, le Pape.
11) Le religieux capucin (historique du couvent de San Giovanni Rotondo ; observance).
12) Ses vertus religieuses : Les trois vœux et les trois vertus théologales.
13) Conseils à ses fils spirituels : tentations, aridités, luttes…",08.11.1999,Noviciat de Morgon,08.11.1999,
/VS10,SAINTS,PADRE PIO (3ème partie),Rév. père Jean,"Série de 6 conférence d’environ 30 minutes
17) Tertiaires et fils spirituels de Padre Pio.
18) La “Casa sollievo della sofferenza” et groupes de prière. Béatification et louanges.
19) Diverses sentences de Padre Pio.
20) Les charismes de Padre Pio : bilocation, transverbération, parfums, prophéties, don des langues, clairvoyance, guérisons, conversions.
21) Faveurs mystérieuses ; apparitions, extases…
22) Après la mort de Padre Pio : miracles, funérailles, béatification, culte…",11.1999 - 01.2000,Noviciat de Morgon,,31.01.2000
/vs07,SAINTS,"PADRE PIO, UN SAINT RÉACTIONNAIRE",Rév. père Jean,,16.06.2002,Morgon,16.06.2002,
/VS16,SAINTS,SAINT ANDRÉ AVELIN – SAINT FRANÇOIS POSSADAS - SAINT GEORGES – ST GRÉGOIRE LE TAUMATURGE,M. l’abbé GRENON,,,,,
/vs06,SAINTS,"SAINT CURÉ D’ARS "" LE CONFESSEUR""",M. l'abbé ROBYR,Son apostolat au confessionnal.,,,,
/VS18,SAINTS,SAINT ISAAC JOGUES – SAINT THOMAS DE VILLANUEVA,M. l’abbé GRENON,,,,,
/VS23,SAINTS,SAINT JEAN DE DIEU,M. l'abbé S. GRENON,,,,,
